,Feature,Name,latitude,longtitude
0,Eldercare Services,Yuhua Senior Activity Centre,1.34762352332232,103.731009086814
1,Eldercare Services,THK SAC @ Kaki Bukit,1.33369344925001,103.93039693278
2,Eldercare Services,THK SAC @ Boon Lay,1.3450767624509,103.711850429975
3,Eldercare Services,PEACE-Connect Senior Activity Centre@5,1.30434623485538,103.864815785476
4,Eldercare Services,THK SAC @ Beo Crescent,1.28880916599737,103.826295090766
5,Eldercare Services,Silver ACE @ Bukit Merah,1.28170700809748,103.826839535636
6,Eldercare Services,Lions Befrienders Senior Activity Centre @ Tampines Blk 499C,1.35954026811956,103.956108843521
7,Eldercare Services,Care Corner Senior Activity Centre (WL569),1.43012185434529,103.78971827871
8,Eldercare Services,Fei Yue Senior Activity Centre (Bukit Batok Branch),1.34542846753677,103.750835855563
9,Eldercare Services,COMNET Senior Activity Centre @ 182 Rivervale Crescent,1.3904712621232,103.90921580083
10,Eldercare Services,Abdullah Shooker Jewish Welfare Home,1.30287739060079,103.847199120492
11,Eldercare Services,Adventist Home For The Elders,1.33008102512947,103.858354604578
12,Eldercare Services,AWWA Community Home for Senior Citizens,1.37051051539357,103.844652310114
13,Eldercare Services,Bo Tien Home For The Aged,1.33131242815589,103.718900078748
14,Eldercare Services,"Evergreen Place, Home @Hong San",1.37802603791765,103.745466896683
15,Eldercare Services,Geylang East Home For The Aged,1.32129673696275,103.885667975116
16,Eldercare Services,Henderson Senior Citizens' Home,1.28434759909006,103.821772688088
17,Eldercare Services,Kheng Chiu Loke Tin Kee Home,1.35632292569628,103.946663769483
18,Eldercare Services,PERTAPIS Senior Citizens Fellowship Home,1.34177310289661,103.856039797927
19,Eldercare Services,SBWS Happy Villa (Females),1.27559619819284,103.842393171371
20,Eldercare Services,Singapore Baptist Convention Golden Age Home,1.32036885079082,103.868340800907
21,Eldercare Services,St Andrew's Cathedral Home For The Aged,1.31916901883785,103.769053996153
22,Eldercare Services,St John's Home for the Aged,1.33306475056709,103.873606136778
23,Eldercare Services,St Vincent Home,1.29860886250983,103.852267049825
24,Eldercare Services,Zion Home For The Aged,1.32697958360519,103.928130749709
25,Eldercare Services,NTUC Health Cluster Support @ Taman Jurong,1.33580353495946,103.720313663041
26,Eldercare Services,NTUC Health Cluster Support @ Bt Merah,1.28308470501263,103.822803689153
27,Eldercare Services,THK Cluster Support @ Bedok,1.32040513134518,103.936741206687
28,Eldercare Services,Peace-Connect Cluster Operator,1.30434623485538,103.864815785476
29,Eldercare Services,THK Cluster Support @ Pipit,1.32273477519362,103.888103198129
30,Eldercare Services,THK Cluster Support @ AMK,1.37769117397607,103.842745155365
31,Eldercare Services,AMKFSC Cluster Support,1.36452028588851,103.856631950307
32,Eldercare Services,Carecorner Cluster Suppport,1.33583992843419,103.851278331382
33,Eldercare Services,SACS Cluster Support@Jurong East,1.34961238350034,103.732548014907
34,Eldercare Services,THK Senior Group Home @ AMK257,1.37017011210457,103.835782471666
35,Eldercare Services,THK Senior Group Home @ Indus,1.29107462632884,103.82869017933
36,Eldercare Services,PEACE-Connect Senior Group Home@8,1.30458623347398,103.864004039749
37,Eldercare Services,TOUCH Senior Group Home@Geylang Bahru,1.32231127406246,103.869263056862
38,Eldercare Services,Lions Befrienders Senior Group Home (Mei Ling),1.29457100972605,103.803041801673
39,Eldercare Services,Care Corner SGH @ WL569A,1.43012185434529,103.78971827871
40,Eldercare Services,SACS Senior Group Home @ 373 JE,1.34934885042485,103.732355870198
41,Eldercare Services,Fei Yue Senior Group Home @ Hougang,1.34912216601474,103.889093324154
42,Eldercare Services,COMNET Senior Group Home @ Rivervale Crescent,1.3904712621232,103.90921580083
43,Eldercare Services,Lions Befrienders Senior Group Home @ Tampines 499C,1.35954026811956,103.956108843521
44,Eldercare Services,Fei Yue Senior Group Home @ Teck Whye Crescent,1.38273704126166,103.753517098763
45,Eldercare Services,Care Corner SGH @ WL180C,1.43956071258439,103.778587811164
46,Eldercare Services,THK Senior Group Home @ Pipit Road,1.3231953319744,103.888456812145
47,Eldercare Services,NTUC Health Senior Group Home @ Henderson,1.28434759909006,103.821772688088
48,Eldercare Services,Econ Health and Wellness Centre,1.34531554289951,103.853985125672
49,Eldercare Services,Thye Hua Kwan Moral Charities Limited,1.33818196847316,103.722602550924
50,Eldercare Services,Econ Health and Wellness Centre,1.29399775974495,103.810979212099
51,Eldercare Services,Econ Health and Wellness Centre,1.4308668740444,103.78955465955
52,Eldercare Services,Econ Health and Wellness Centre,1.28994619034672,103.82767972477
53,Eldercare Services,Thye Hua Kwan Moral Charities Limited,1.27347684499305,103.806810313384
54,Eldercare Services,Pacific Activity Centres Pte Ltd,1.43755265384881,103.79469821451
55,Eldercare Services,Econ Health and Wellness Centre,1.39441490001882,103.74514269735
56,Eldercare Services,Econ Health and Wellness Centre,1.34523591984252,103.946197624088
57,Eldercare Services,Econ Health and Wellness Centre,1.39525630992227,103.888613358569
58,Eldercare Services,Pacific Activity Centres Pte Ltd,1.40597703417701,103.898544063666
59,Eldercare Services,Pacific Activity Centres Pte Ltd,1.43416878432331,103.842950449878
60,Eldercare Services,Econ Health and Wellness Centre,1.34755153219885,103.755783065645
61,Eldercare Services,Pacific Activity Centres Pte Ltd,1.43195782941459,103.845379084179
62,Eldercare Services,Pacific Activity Centres Pte Ltd,1.40116988932646,103.899920883663
63,Eldercare Services,Pacific Activity Centres Pte Ltd,1.35585779975445,103.933334390468
64,Eldercare Services,NTUC Eldercare Co-operative Ltd,1.43905615754202,103.778144913125
65,Eldercare Services,Pacific Activity Centres Pte Ltd,1.38572931928747,103.892595442782
66,Eldercare Services,Pacific Activity Centres Pte Ltd,1.28633685223884,103.829204767509
67,Eldercare Services,Adventist Home for the Elders,1.3479361970858,103.715691148499
68,Eldercare Services,Adventist Home for the Elders,1.33130492908615,103.859019241137
69,Eldercare Services,Methodist Welfare Services,1.39785974175621,103.881232770847
70,Eldercare Services,Presbyterian Community Services,1.33813198550905,103.771986321648
71,Eldercare Services,Singapore Anglican Community Services,1.42308082538947,103.846419390193
72,Eldercare Services,Singapore Anglican Community Services,1.34863855769639,103.7250867313
73,Eldercare Services,Unicare Services Pte Ltd,1.37734683929474,103.73791293845
74,Eldercare Services,AWWA Senior Activity Centre,1.37051051539357,103.844652310114
75,Eldercare Services,THK Bedok Radiance Senior Activity Centre,1.32110310494367,103.936900159567
76,Eldercare Services,Care Corner Senior Activity Centre (TP5),1.33865954470342,103.855806481819
77,Eldercare Services,Care Corner Senior Activity Centre (TP149),1.33378491584458,103.843760749805
78,Eldercare Services,Care Corner Senior Activity Centre (TP170),1.33131927611165,103.842668715095
79,Eldercare Services,Care Corner Senior Activity Centre (TP62B),1.33583992843419,103.851278331382
80,Eldercare Services,CARElderly Senior Activity Centre,1.3291589983207,103.886010319789
81,Eldercare Services,CARElderly Senior Activity Centre (Merpati),1.32773087923968,103.88436171151
82,Eldercare Services,COMNET @ Teck Ghee Senior Activity Centre,1.36499918481693,103.853111649269
83,Eldercare Services,Teck Ghee Senior Activity Centre Branch @ Blk 469,1.36452028588851,103.856631950307
84,Eldercare Services,Chong Hua Tong Senior Activity Centre,1.31484505418382,103.850118105172
85,Eldercare Services,COMNET@Sin Ming Senior Activity Centre,1.35580085562832,103.840545906514
86,Eldercare Services,Fei Yue Senior Activity Centre (Holland Close),1.3092193833985,103.796732390286
87,Eldercare Services,Fei Yue SAC (Commonwealth Branch),1.30786245527354,103.799312255213
88,Eldercare Services,Fei Yue Senior Activity Centre (Teck Whye),1.38003500477572,103.754145544166
89,Eldercare Services,Goodlife!,1.30488433289128,103.913940009362
90,Eldercare Services,Harmony Activity Centre,1.32086526324186,103.885697366712
91,Eldercare Services,Henderson Senior Activity Centre,1.28434759909006,103.821772688088
92,Eldercare Services,Indus Moral CARE,1.29107462632884,103.82869017933
93,Eldercare Services,Jia Ying Senior Activity Centre,1.3637896111051,103.891813270192
94,Eldercare Services,Jia Ying Senior Activity Centre @ 25 (Branch),1.36582641566566,103.891705976408
95,Eldercare Services,Kembangan- Chai Chee Senior Activity Centre,1.32524214886898,103.921811371555
96,Eldercare Services,King Georgeâ€™s Ave Senior Activity Centre,1.30775413437202,103.861290812007
97,Eldercare Services,Kreta Ayer Senior Activity Centre (Banda),1.28117565219562,103.84341064369
98,Eldercare Services,Kreta Ayer Senior Activity Centre (Jalan Kukoh),1.2873776312353,103.839407063253
99,Eldercare Services,Kreta Ayer Senior Activity Centre (Chin Swee),1.28740301182637,103.842029781049
100,Eldercare Services,Lions Befrienders (Ang Mo Kio 318) Senior Activity Centre,1.36556039811101,103.847648125019
101,Eldercare Services,Lions Befrienders (Bendemeer) Senior Activity Centre,1.31981683778735,103.863375517444
102,Eldercare Services,Lions Befrienders (Clementi) Senior Activity Centre,1.30979102571111,103.768657662729
103,Eldercare Services,Lions Befrienders (Ghim Moh) Senior Activity Centre,1.31015054830141,103.787082425451
104,Eldercare Services,Lions Befrienders (Mei Ling) Senior Activity Centre,1.29490308127776,103.803699303944
105,Eldercare Services,Lions Befrienders (Tampines) Senior Activity Centre,1.3592418345923,103.951613085044
106,Eldercare Services,Moral Senior Activity Centre (Kaki Bukit),1.33054568513738,103.924246709316
107,Eldercare Services,PEACE-Connect Senior Activity Centre@8,1.30458623347398,103.864004039749
108,Eldercare Services,Sarah Senior Activity Centre,1.28063240627599,103.824935476571
109,Eldercare Services,Redhill Moral Senior Activity Centre,1.28543545960949,103.818782588709
110,Eldercare Services,Silver Ace @ Taman Jurong,1.3355807259075,103.723317930685
111,Eldercare Services,Silver Ace@Lengkok Bahru,1.28821078252975,103.814148009027
112,Eldercare Services,Silver Ace@Redhill,1.28731902765015,103.817475623896
113,Eldercare Services,Silver Ace@Telok Blangah,1.27147195985109,103.822992117881
114,Eldercare Services,Silver Ace@Whampoa,1.32641027032444,103.859555304045
115,Eldercare Services,Sunlove Senior Activity Centre (Chai Chee),1.32420140555352,103.924878885161
116,Eldercare Services,Sunlove Senior Activity Centre (Marsiling),1.4394080432457,103.776451922786
117,Eldercare Services,Tembusu Senior Activity Centre,1.32003399991991,103.90161603997
118,Eldercare Services,THK SAC @ AMK 257,1.37017011210457,103.835782471666
119,Eldercare Services,THK SAC @ AMK 645,1.37928493610313,103.842232224199
120,Eldercare Services,THK SAC @ Toa Payoh 15,1.33592183679036,103.85905848409
121,Eldercare Services,THK SAC @ Bukit Merah,1.28405666067945,103.821065065362
122,Eldercare Services,THK SAC @ Henderson (Satellite 93),1.28692453688783,103.820418505138
123,Eldercare Services,THK SAC @ MacPherson,1.32337965408087,103.88652133406
124,Eldercare Services,THK SAC @ Telok Blangah Crescent,1.27866784811224,103.817526612557
125,Eldercare Services,THK SAC @ Toa Payoh 31,1.33321835783461,103.854517221663
126,Eldercare Services,THK SAC @ AMK 208,1.36544495153491,103.842715050399
127,Eldercare Services,Thong Kheng Senior Activity Centre (Queenstown),1.28713356012894,103.807000524329
128,Eldercare Services,Thong Kheng Senior Activity Centre (Tanglin-Cairnhill),1.28413292434456,103.82320299938
129,Eldercare Services,TOUCH Senior Activity Centre,1.32231127406246,103.869263056862
130,Eldercare Services,Wesley Senior Activity Centre,1.30621517426212,103.858221512578
131,Eldercare Services,Evergreen Circle SAC,1.34981132540992,103.932607938912
132,Eldercare Services,Fei Yue Senior Activity Centre (Bukit Batok),1.34632633282524,103.743379247365
